ID,Brand,Model,Type,Connectivity,Driver Type,Freq Low (Hz),Freq High (Hz),Impedance (Ω),Sensitivity (dB),THD (%),Cable Length (m),Weight (g),Microphone,Noise Cancellation,Foldable,Battery (hrs),BT Version,Codecs,Charging Port,Water Rating,Color,Price (USD),Release Year,Warranty (yrs),Avg Rating,Review Count,Primary Use,Form Factor,Open/Closed
429,Grado,RE194,Wired,3.5mm,Hybrid,14,22000,18,107.6,0.0023,1.5,20.1,False,False,False,,,,,IPX2,Forest Green,180,2019,1,3.8,924,Commuting/Travel,In-Ear,Closed
430,V-MODA,HD 700,Wireless,Bluetooth,Dynamic,5,20000,48,100.2,0.0117,,243,True,False,False,35.1,Multipoint 5.3,"aptX,AAC,SBC",Lightning,IPX2,Red,130,2020,2,4.6,1115,Hi-Fi/Reference,Over-Ear,Closed
431,EarFun,Sound 1000,Wireless,Bluetooth,Planar,15,20000,16,107.3,0.0127,,8.1,True,True,False,23.4,4.2,"AAC,SBC",USB-C,None,Sand,300,2024,2,4.8,994,Music/Casual,In-Ear,Closed
432,Grado,IE588,Wired,3.5mm,Dynamic,20,20000,120,112.3,0.0065,1.5,17.1,False,False,False,,,,,IPX4,Cream,100,2023,2,4.6,465,Gaming,In-Ear,Closed
433,Anker Soundcore,Apex 500,Wireless,Bluetooth,Dynamic,18,35000,24,100.3,0.0101,,302,True,False,False,35.4,5.2,SBC,Lightning,None,Red,210,2024,1,4.1,4297,Work/Office,Over-Ear,Open
434,Mpow,Veritas 3,Wireless,Bluetooth,Planar,15,25000,64,101.8,0.0188,,334,True,False,False,53.4,5.0,"aptX HD,aptX,AAC,SBC",USB-C,None,Midnight Blue,120,2019,1,4,295,Music/Casual,Over-Ear,Closed
435,Sivga,DCA 150 Open,Wired,3.5mm,Dynamic,12,40000,600,91.9,0.0114,1.2,459,False,False,False,,,,,None,Brown,350,2021,2,4.4,2500,Budget/Everyday,Over-Ear,Open
436,64 Audio,T95,Wired,3.5mm,Balanced Armature,20,40000,64,99,0.0026,1.5,18.5,False,False,False,,,,,IPX2,Indigo,230,2017,1,4.3,8699,Work/Office,In-Ear,Closed
437,Plantronics,Studio 100,Wireless,Bluetooth,Dynamic,12,25000,24,95.7,0.0077,,279,True,False,False,37.8,5.1,"LDAC,AAC,SBC",Lightning,IPX4,Midnight Blue,280,2019,1,4.5,712,Bass/Casual,Over-Ear,Open
438,Sennheiser,DCA 600X,Wired,3.5mm,Dynamic,5,30000,600,97.7,0.0078,1.5,491,False,False,False,,,,,None,Red,290,2020,1,4.7,882,Work/Office,Over-Ear,Closed
439,ZMF,HD 900X,Wired,3.5mm,Dynamic,8,35000,400,102.1,0.003,2,512,True,False,True,,,,,None,Brown,110,2016,2,4.4,956,Commuting/Travel,Over-Ear,Closed
440,Etymotic,SE610,Wired,3.5mm,Dynamic,8,30000,100,94.2,0.0083,1.5,16.4,False,False,False,,,,,None,Indigo,180,2018,1,3.6,1034,Commuting/Travel,In-Ear,Closed
441,Panasonic,One,Wireless,Bluetooth,Planar,20,25000,16,105.5,0.0176,,208,True,True,False,45.3,5.3,"LDAC,aptX,AAC,SBC",Micro-USB,IPX4,Graphite,260,2023,2,4.2,1731,Work/Office,On-Ear,Closed
442,SteelSeries,Nano 1000,Wireless,Bluetooth,Dynamic,18,35000,47,103.6,0.0035,,248,True,True,False,47.5,5.2,"AAC,SBC",Micro-USB,None,Graphite,210,2019,2,4.2,3333,Budget/Everyday,Over-Ear,Open
443,Samsung,HD 2,Wireless,Bluetooth,Dynamic,20,22000,64,102.8,0.0191,,310,True,True,False,22.1,5.2,"AAC,SBC",USB-C,IPX7,Rose Gold,290,2020,1,4.8,369,Gaming,Over-Ear,Open
444,Kinera,ER680,Wired,3.5mm,Dynamic,8,22000,120,101.1,0.0075,1.2,23.4,False,False,False,,,,,IPX2,Cream,130,2021,2,4.3,1020,Commuting/Travel,In-Ear,Closed
445,HyperX,Mini X,Wireless,Bluetooth,Dynamic,5,20000,48,104.1,0.016,,275,True,True,True,26.7,5.2,"AAC,SBC",USB-C,IPX4,Silver,390,2018,2,3.9,2436,Sport/Fitness,Over-Ear,Open
446,KZ,T771,Wired,3.5mm,Dynamic,5,30000,100,100.5,0.0049,1,27.2,False,False,False,,,,,IPX4,Champagne,150,2024,2,4.7,997,Budget/Everyday,In-Ear,Closed
447,iBasso,ER473,Wired,3.5mm,Balanced Armature,8,40000,32,103.4,0.002,1.2,12.6,False,False,False,,,,,None,Carbon,210,2017,1,4.7,1146,Sport/Fitness,In-Ear,Closed
448,Empire Ears,IE70,Wired,3.5mm,Balanced Armature,20,30000,16,91,0.0072,1.5,14.4,False,False,False,,,,,IPX4,Sand,510,2016,2,4.5,1052,Gaming,In-Ear,Closed
449,AKG,Vibe,Wireless,Bluetooth,Dynamic,12,20000,32,105.4,0.0067,,209,True,False,False,24.3,5.0,SBC,USB-C,IP57,Midnight Blue,110,2021,1,4.3,1525,Music/Casual,On-Ear,Closed
450,Shure,EW545,Wired,3.5mm,Hybrid,20,22000,16,98.1,0.0072,1.5,26.9,False,False,False,,,,,IPX2,Matte Black,170,2021,3,4.2,318,Hi-Fi/Reference,In-Ear,Closed
451,Sony,Sound 1000,Wireless,Bluetooth,Balanced Armature,20,24000,16,100.7,0.0086,,5.3,True,True,True,53.4,5.1,"AAC,SBC",USB-C,None,Cream,170,2020,2,3.6,746,Sport/Fitness,In-Ear,Closed
452,Sivga,K 600X,Wired,3.5mm,Dynamic,8,25000,100,100.1,0.0036,3,406,False,False,True,,,,,None,Champagne,250,2022,2,4.6,3958,Studio/Pro,Over-Ear,Open
453,Logitech,Air Max,Wireless,Bluetooth,Balanced Armature,20,40000,32,103.9,0.009,,4.9,True,False,True,28.5,4.2,"aptX,AAC,SBC",USB-C,None,Space Gray,110,2022,2,4.2,1675,Bass/Casual,In-Ear,Closed
454,Logitech,Sport 5,Wireless,Bluetooth,Balanced Armature,10,40000,22,102.1,0.0134,,10.8,True,True,True,27.4,5.2,"AAC,SBC",Micro-USB,IPX4,Indigo,170,2024,1,4.4,1346,Studio/Pro,In-Ear,Closed
455,Sony,Sport 700,Wireless,Bluetooth,Electrostatic,15,25000,32,99.8,0.0199,,190,True,True,False,31.7,4.2,"LDAC,AAC,SBC",USB-C,None,Dark Green,340,2020,1,4.7,1740,Commuting/Travel,On-Ear,Closed
456,V-MODA,Fit,Wireless,Bluetooth,Planar,18,20000,22,111.8,0.0053,,8.9,True,True,False,15.2,5.0,SBC,USB-C,IPX8,White,350,2018,1,4.2,44796,Music/Casual,In-Ear,Closed
457,Samsung,Air 500,Wireless,Bluetooth,Balanced Armature,15,40000,18,107.6,0.0131,,11.5,True,False,True,22.5,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX4,Gunmetal,170,2020,1,4.2,2870,Music/Audiophile,In-Ear,Closed
458,Koss,Max 300,Wireless,Bluetooth,Electrostatic,5,40000,24,98.3,0.0146,,370,True,False,False,53,4.2,"AAC,SBC",Micro-USB,IPX4,Pearl White,180,2024,1,4.5,964,Hi-Fi/Reference,Over-Ear,Closed
459,Mpow,Active Pro,Wireless,Bluetooth,Balanced Armature,18,24000,22,109.3,0.0093,,10.6,True,True,True,53.7,5.1,"aptX HD,aptX,AAC,SBC",USB-C,None,Graphite,210,2023,1,4.4,244,Work/Office,In-Ear,Closed
460,Shokz,Series Pro,Wireless,Bluetooth,Planar,10,22000,32,101.7,0.01,,7,True,False,True,39.3,5.1,"AAC,SBC",USB-C,IPX4,White,170,2021,2,4.2,507,Hi-Fi/Reference,In-Ear,Closed
461,Denon,Elite 300,Wireless,Bluetooth,Electrostatic,15,40000,47,100.6,0.0071,,330,True,True,True,29.3,4.2,"aptX HD,aptX,AAC,SBC",Lightning,IP55,Matte Black,260,2022,1,4.8,9640,Music/Casual,Over-Ear,Open
462,Sivga,N39,Wired,3.5mm,Balanced Armature,20,50000,18,116.6,0.0061,1,8,False,False,False,,,,,IPX2,Gunmetal,330,2021,1,4.5,3421,Budget/Everyday,In-Ear,Closed
463,Plantronics,Ultra 700,Wireless,Bluetooth,Dynamic,12,20000,47,96.2,0.0047,,299,True,True,False,38.1,Multipoint 5.3,"LDAC,aptX,AAC,SBC",USB-C,IPX8,Cream,410,2021,1,4.5,3290,Gaming,Over-Ear,Closed
464,Meze,K 1000 Studio,Wired,3.5mm,Dynamic,15,50000,600,90.5,0.0135,1.5,469,False,False,True,,,,,None,Graphite,180,2021,2,4.6,2616,Studio/Pro,Over-Ear,Closed
465,Logitech,Ultra 1000,Wireless,Bluetooth,Dynamic,4,25000,47,96.5,0.0098,,293,True,True,False,37.7,5.1,"aptX,AAC,SBC",USB-C,IPX8,Graphite,170,2018,2,4.5,3098,Commuting/Travel,Over-Ear,Open
466,Shokz,Everest 5,Wireless,Bluetooth,Dynamic,5,35000,64,105.2,0.0107,,267,True,True,False,47.9,5.2,"aptX,AAC,SBC",USB-C,IP54,Forest Green,390,2021,1,3.9,573,Music/Casual,Over-Ear,Open
467,Beyerdynamic,SRH 900 Open,Wired,3.5mm,Planar,10,22000,300,95.1,0.0036,2.5,361,False,False,False,,,,,None,Pearl White,380,2016,3,4.1,59,Work/Office,Over-Ear,Closed
468,Bose,Signature 900,Wireless,Bluetooth,Electrostatic,6,20000,48,95.3,0.0154,,314,True,False,False,35.2,4.2,"LDAC,AAC,SBC",Micro-USB,IP54,Navy,290,2021,1,4.5,88,Bass/Casual,Over-Ear,Open
469,Nothing,Tune 100,Wireless,Bluetooth,Planar,10,30000,47,94.3,0.0192,,246,True,False,False,55.8,5.0,"aptX HD,aptX,AAC,SBC",Lightning,None,Brown,290,2023,1,4.6,3029,Studio/Pro,Over-Ear,Open
470,Empire Ears,LCD 150 Studio,Wired,3.5mm,Electrostatic,12,50000,32,100.9,0.0138,2,295,False,False,False,,,,,None,Forest Green,300,2022,1,3.7,222,Gaming,Over-Ear,Closed
471,V-MODA,Live 500,Wireless,Bluetooth,Dynamic,20,30000,47,107,0.0032,,261,True,False,False,45.1,5.2,"AAC,SBC",Micro-USB,IPX7,Brown,100,2020,2,4.6,1799,Music/Casual,Over-Ear,Closed
472,Philips,Max 5,Wireless,Bluetooth,Dynamic,18,40000,47,94.4,0.0136,,230,True,False,True,30.1,5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IPX4,Brown,190,2020,2,4.5,3724,Budget/Everyday,Over-Ear,Closed
473,iBasso,ATH 400,Wired,3.5mm,Dynamic,12,30000,60,105.6,0.012,2.5,393,False,False,True,,,,,None,Midnight Blue,200,2021,1,4.3,454,Gaming,Over-Ear,Closed
474,HyperX,Everest 2,Wireless,Bluetooth,Dynamic,15,22000,40,97.1,0.0186,,158,True,True,False,28.2,5.0,"aptX HD,aptX,AAC,SBC",USB-C,None,Cream,190,2023,2,3.7,422,Sport/Fitness,On-Ear,Closed
475,Bose,Live 4,Wireless,Bluetooth,Planar,15,35000,48,106.1,0.0175,,229,True,True,False,48.6,5.2,"aptX,AAC,SBC",Micro-USB,IPX7,Dark Green,210,2020,1,4.5,886,Commuting/Travel,Over-Ear,Closed
476,SteelSeries,Nano 4,Wireless,Bluetooth,Dynamic,12,22000,40,106.5,0.0051,,123,True,False,False,70.8,5.3,"aptX HD,aptX,AAC,SBC",Lightning,IPX4,Rose Gold,240,2023,2,4.6,396,Bass/Casual,On-Ear,Open
477,Denon,Series,Wireless,Bluetooth,Dynamic,20,40000,16,101.2,0.0132,,10.1,True,True,False,13.8,5.2,"aptX,AAC,SBC",USB-C,IP54,Cosmic Black,170,2022,1,4.4,682,Studio/Pro,In-Ear,Closed
478,Master & Dynamic,Max 2,Wireless,Bluetooth,Dynamic,10,35000,16,104.7,0.0055,,252,True,True,True,31.9,5.1,"aptX HD,aptX,AAC,SBC",USB-C,IP55,Forest Green,390,2019,1,4.1,5052,Budget/Everyday,Over-Ear,Closed
479,HiFiMAN,SE160,Wired,3.5mm,Dynamic,20,22000,8,113.8,0.0062,1,18.4,False,False,False,,,,,IPX4,Forest Green,190,2020,2,4.5,6670,Gaming,In-Ear,Closed
480,Simgot,HE545,Wired,3.5mm,Hybrid,8,50000,100,94.9,0.0091,1,20.4,False,False,False,,,,,IPX4,Dark Green,90,2017,2,3.9,104,Studio/Pro,In-Ear,Closed
481,Pioneer,Pro Pro,Wireless,Bluetooth,Dynamic,18,25000,16,106.4,0.0126,,147,True,False,False,41.5,5.0,"AAC,SBC",USB-C,IPX8,White,130,2022,2,4.8,219,Studio/Pro,On-Ear,Closed
482,Master & Dynamic,Rush Pro,Wireless,Bluetooth,Balanced Armature,15,20000,18,106.3,0.0037,,5.8,True,True,False,19.5,5.3,"LHDC,AAC,SBC",Lightning,IPX4,Silver,230,2022,2,4.4,4232,Studio/Pro,In-Ear,Closed
483,Monoprice,One 200,Wireless,Bluetooth,Dynamic,8,35000,64,102.9,0.0158,,379,True,False,False,33.3,4.2,"LDAC,AAC,SBC",USB-C,None,Pearl White,180,2020,2,4.4,913,Work/Office,Over-Ear,Closed
484,OnePlus,HD 5,Wireless,Bluetooth,Dynamic,18,22000,16,97.1,0.0164,,187,True,True,False,26.1,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX4,Cosmic Black,310,2018,2,4.6,890,Studio/Pro,On-Ear,Closed
485,HIFIMAN,Prestige 2,Wireless,Bluetooth,Dynamic,15,22000,64,96.2,0.0143,,259,True,False,False,30.2,5.3,"LDAC,AAC,SBC",USB-C,None,Champagne,280,2022,2,4.6,1210,Gaming,Over-Ear,Closed
486,Amazfit,Vibe 900,Wireless,Bluetooth,Dynamic,6,30000,64,97.8,0.0169,,236,True,True,False,52.8,4.2,"aptX HD,aptX,AAC,SBC",USB-C,IP54,Red,170,2023,1,4.3,1045,Studio/Pro,Over-Ear,Closed
487,CCA,EW119,Wired,3.5mm,Dynamic,20,50000,100,116.7,0.0095,1.5,14,True,False,False,,,,,IPX2,Graphite,110,2023,1,4.3,642,Work/Office,In-Ear,Closed
488,Creative,Elite 2,Wireless,Bluetooth,Planar,10,35000,24,101.9,0.0105,,259,True,False,True,71.6,Multipoint 5.3,"AAC,SBC",USB-C,None,Matte Black,160,2022,1,4.6,2847,Music/Audiophile,Over-Ear,Open
489,Meze,HE936,Wired,3.5mm,Balanced Armature,10,40000,18,102.9,0.004,1.5,27.3,False,False,False,,,,,None,Rose Gold,570,2020,2,3.8,1630,Commuting/Travel,In-Ear,Closed
490,Simgot,SRH 50 Studio,Wired,3.5mm,Dynamic,12,35000,100,100.3,0.0102,1.2,398,False,False,False,,,,,None,Brown,230,2024,1,4.5,12113,Music/Audiophile,Over-Ear,Closed
491,Fiio,LCD 500Pro,Wired,3.5mm,Dynamic,20,22000,64,99.3,0.0154,1.5,169,False,False,False,,,,,None,Rose Gold,80,2022,3,4.4,543,Sport/Fitness,On-Ear,Closed
492,Truthear,MDR 990 Limited,Wired,3.5mm,Dynamic,5,30000,60,91.8,0.0089,1.2,473,False,False,True,,,,,None,Space Gray,360,2024,2,4,504,Studio/Pro,Over-Ear,Closed
493,Turtle Beach,X Max,Wireless,Bluetooth,Planar,8,30000,16,100.3,0.0098,,237,True,False,True,60.5,5.2,"aptX HD,aptX,AAC,SBC",USB-C,None,Pearl White,120,2021,2,4,391,Gaming,Over-Ear,Closed
494,JBL,MDR 80 Limited,Wired,3.5mm,Dynamic,4,22000,250,104.5,0.0072,1.2,324,True,False,True,,,,,None,Pearl White,210,2020,1,4.6,54,Budget/Everyday,Over-Ear,Open
495,Koss,Rush Max,Wireless,Bluetooth,Hybrid,20,20000,16,107.2,0.0055,,9.9,True,True,False,19.5,4.2,"AAC,SBC",Lightning,None,Space Gray,240,2020,1,4,3946,Hi-Fi/Reference,In-Ear,Closed
496,Tribit,Mini 900,Wireless,Bluetooth,Electrostatic,4,35000,47,104.7,0.0153,,231,True,False,True,20.3,4.2,"aptX HD,aptX,AAC,SBC",USB-C,None,Titanium,270,2018,1,3.9,89,Bass/Casual,Over-Ear,Open
497,Pioneer,True 700,Wireless,Bluetooth,Dynamic,10,40000,32,109,0.0132,,5.6,True,True,False,17.5,5.3,SBC,USB-C,IPX7,Indigo,230,2019,2,3.9,6478,Work/Office,In-Ear,Closed
498,1MORE,K 100 Open,Wired,3.5mm,Electrostatic,12,40000,600,107.8,0.0055,1.5,315,False,False,False,,,,,None,Matte Black,840,2021,1,3.5,4383,Studio/Pro,Over-Ear,Closed
499,Vision Ears,DT 1000X,Wired,3.5mm,Planar,10,30000,80,101.3,0.0126,3,342,False,False,True,,,,,None,Graphite,580,2019,2,3.7,90,Gaming,Over-Ear,Closed
500,Dan Clark Audio,LCD 990 Monitor,Wired,3.5mm,Dynamic,8,22000,150,97.7,0.0023,3,244,True,False,False,,,,,None,Cosmic Black,320,2019,2,3.7,1611,Work/Office,Over-Ear,Closed
501,JBL,Sparks 300,Wireless,Bluetooth,Dynamic,15,20000,22,106.5,0.0113,,12,True,False,False,29.6,5.0,"AAC,SBC",USB-C,IPX2,Red,90,2019,1,4.5,12950,Hi-Fi/Reference,In-Ear,Closed
502,TOZO,Pro 700,Wireless,Bluetooth,Dynamic,15,24000,16,100.9,0.0115,,9.3,True,False,False,23.4,5.3,"AAC,SBC",USB-C,IP55,Brown,140,2019,2,3.8,3331,Hi-Fi/Reference,In-Ear,Closed
503,Etymotic,RHA815,Wired,3.5mm,Balanced Armature,8,22000,32,92,0.0097,1.2,8.2,False,False,False,,,,,IPX4,Matte Black,430,2022,1,4.4,393,Gaming,In-Ear,Closed
504,1MORE,Prestige 200,Wireless,Bluetooth,Dynamic,6,20000,64,106.7,0.0088,,249,True,False,True,38.1,5.0,"LDAC,AAC,SBC",Micro-USB,IPX7,Pearl White,130,2018,2,4.3,7432,Budget/Everyday,Over-Ear,Closed
505,Shure,HD 900 Limited,Wired,3.5mm,Planar,10,22000,47,105.6,0.0056,2,517,False,False,False,,,,,None,Titanium,690,2024,2,4.9,2369,Studio/Pro,Over-Ear,Open
506,Shure,RE584,Wired,3.5mm,Dynamic,15,40000,8,106.8,0.0063,1.5,26.9,False,False,False,,,,,IPX4,Gunmetal,240,2017,1,3.9,1740,Music/Casual,In-Ear,Closed
507,Westone,LCD 1000 Monitor,Wired,3.5mm,Dynamic,15,50000,250,102,0.0023,3,263,False,False,True,,,,,None,Carbon,160,2021,1,4.1,111,Gaming,Over-Ear,Closed
508,Etymotic,K 500,Wired,3.5mm,Electrostatic,5,25000,400,103.9,0.0091,2,459,False,False,False,,,,,None,Forest Green,920,2021,1,4,2629,Studio/Pro,Over-Ear,Open
509,Koss,Max 5,Wireless,Bluetooth,Dynamic,12,30000,32,104.6,0.0193,,258,True,True,True,29.3,5.2,"LDAC,aptX,AAC,SBC",USB-C,IP55,Red,450,2018,1,4.5,3016,Hi-Fi/Reference,Over-Ear,Closed
510,Microsoft,Air 200,Wireless,Bluetooth,Planar,18,40000,18,111.1,0.0042,,11.6,True,False,False,26.5,5.1,"AAC,SBC",Micro-USB,IPX4,Cream,140,2024,1,4.8,1132,Studio/Pro,In-Ear,Closed
511,Turtle Beach,True 2,Wireless,Bluetooth,Balanced Armature,10,24000,18,111.6,0.0133,,7.9,True,False,False,21.9,5.0,"aptX HD,aptX,AAC,SBC",Micro-USB,IPX2,Space Gray,200,2021,2,4.4,551,Sport/Fitness,In-Ear,Closed
512,DUNU,HE832,Wired,3.5mm,Balanced Armature,8,30000,120,100,0.0096,1,12.4,True,False,False,,,,,IPX2,Red,160,2019,3,4.7,987,Gaming,In-Ear,Closed
513,Kinera,IE486,Wired,3.5mm,Hybrid,15,40000,100,106.5,0.0016,1,5.5,False,False,False,,,,,None,Pearl White,180,2023,3,4.7,741,Gaming,In-Ear,Closed
514,Philips,Plus Max,Wireless,Bluetooth,Planar,18,24000,22,102.8,0.0126,,8.1,True,True,False,27.2,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX8,Pearl White,270,2021,1,3.6,3958,Sport/Fitness,In-Ear,Closed
515,Panasonic,Air 3,Wireless,Bluetooth,Dynamic,20,20000,22,101.1,0.0144,,8.6,True,False,False,22,5.3,"LDAC,AAC,SBC",USB-C,None,Dark Green,160,2023,2,4.3,4337,Gaming,In-Ear,Closed
516,Razer,Reference 200,Wireless,Bluetooth,Planar,20,25000,16,106.3,0.004,,300,True,True,True,35,5.3,"aptX HD,aptX,AAC,SBC",USB-C,IP55,Midnight Blue,130,2023,1,4.9,407,Commuting/Travel,Over-Ear,Closed
517,Monolith,ER988,Wired,3.5mm,Balanced Armature,15,22000,32,92.7,0.0071,1,18.8,True,False,False,,,,,IPX4,Rose Gold,580,2018,2,3.8,7716,Work/Office,In-Ear,Closed
518,Shure,ATH 700Pro,Wired,3.5mm,Dynamic,8,35000,400,105,0.0122,1.2,434,False,False,False,,,,,None,Gunmetal,150,2017,2,3.8,7874,Music/Casual,Over-Ear,Open
519,Monoprice,Zen Pro,Wireless,Bluetooth,Dynamic,20,35000,48,103.8,0.0119,,336,True,False,False,25.4,5.3,"aptX HD,aptX,AAC,SBC",Micro-USB,IPX8,Brown,170,2023,1,4.3,1382,Budget/Everyday,Over-Ear,Closed
520,AKG,Reference 4,Wireless,Bluetooth,Dynamic,5,25000,48,104.5,0.0127,,231,True,True,False,53.3,5.3,"aptX,AAC,SBC",Lightning,None,Champagne,160,2020,1,4.8,1254,Commuting/Travel,Over-Ear,Closed
521,KZ,T546,Wired,3.5mm,Balanced Armature,20,20000,18,92.8,0.0095,1,21.4,True,False,False,,,,,IPX2,Indigo,370,2017,1,4.4,153,Work/Office,In-Ear,Closed
522,OnePlus,Air 1000,Wireless,Bluetooth,Planar,10,30000,50,102,0.0177,,313,True,True,False,22,5.0,"LDAC,AAC,SBC",USB-C,IPX7,Indigo,260,2019,1,4.2,6464,Commuting/Travel,Over-Ear,Closed
523,Etymotic,LCD 100X,Wired,3.5mm,Dynamic,4,25000,400,95.9,0.0143,2,534,False,False,True,,,,,None,Graphite,240,2022,2,4,1084,Music/Casual,Over-Ear,Closed
524,Koss,T876,Wired,3.5mm,Dynamic,14,20000,12,96.4,0.0085,1,6.9,True,False,False,,,,,None,Graphite,140,2017,1,4.1,2504,Bass/Casual,In-Ear,Closed
525,Skullcandy,SRH 50,Wired,3.5mm,Planar,8,35000,80,106.2,0.0027,2.5,254,False,False,False,,,,,None,Rose Gold,210,2020,3,3.8,1765,Budget/Everyday,Over-Ear,Open
526,Beyerdynamic,Ultra 3,Wireless,Bluetooth,Planar,4,35000,50,96.4,0.0189,,267,True,True,False,22.9,5.3,"aptX HD,aptX,AAC,SBC",USB-C,IP57,Cream,190,2019,1,3.6,409,Music/Audiophile,Over-Ear,Closed
527,Sennheiser,N568,Wired,3.5mm,Dynamic,20,40000,25,109.2,0.0045,1.5,10.5,True,False,False,,,,,IPX4,Matte Black,100,2023,3,4.9,1686,Budget/Everyday,In-Ear,Closed
528,Marshall,Ultra 5,Wireless,Bluetooth,Dynamic,10,22000,16,100.4,0.0151,,297,True,True,False,78.4,5.0,"aptX,AAC,SBC",Micro-USB,None,Titanium,270,2019,2,4.2,8703,Budget/Everyday,Over-Ear,Open
529,Status Audio,LCD 300 Limited,Wired,3.5mm,Electrostatic,20,20000,32,95.6,0.0079,1.2,175,False,False,False,,,,,None,Space Gray,330,2021,2,4.1,1393,Budget/Everyday,On-Ear,Closed
530,1MORE,Core Pro,Wireless,Bluetooth,Dynamic,20,20000,18,104.6,0.011,,6.2,True,True,True,24.6,5.0,"aptX HD,aptX,AAC,SBC",Lightning,IP54,Rose Gold,260,2023,2,4.6,631,Hi-Fi/Reference,In-Ear,Closed
531,Jomo Audio,N553,Wired,3.5mm,Planar,5,20000,12,90.6,0.0093,1,12.6,False,False,False,,,,,None,Indigo,350,2017,2,4.5,4395,Gaming,In-Ear,Closed
532,CCA,LCD 300Pro,Wired,3.5mm,Electrostatic,5,25000,250,92.1,0.0138,2.5,255,False,False,False,,,,,None,Rose Gold,410,2024,2,4.6,455,Budget/Everyday,Over-Ear,Closed
533,Edifier,Reference 1000,Wireless,Bluetooth,Dynamic,18,20000,47,107.3,0.0126,,359,True,True,True,48.8,5.2,"AAC,SBC",Lightning,IPX7,Rose Gold,140,2018,1,4.4,2671,Music/Audiophile,Over-Ear,Open
534,Cleer,True 4,Wireless,Bluetooth,Dynamic,20,24000,18,100.6,0.0059,,6.5,True,True,True,43.2,5.0,"LDAC,AAC,SBC",USB-C,IP57,Black,200,2021,2,4.9,4661,Bass/Casual,In-Ear,Closed
535,Panasonic,True,Wireless,Bluetooth,Dynamic,20,24000,22,109.6,0.0132,,10.3,True,True,False,46.6,5.2,"AAC,SBC",USB-C,IPX8,Forest Green,250,2021,1,4.5,2232,Music/Audiophile,In-Ear,Closed
536,Koss,HE892,Wired,3.5mm,Dynamic,5,22000,12,95,0.0016,1.5,23.4,False,False,False,,,,,None,Space Gray,50,2017,1,3.4,1254,Gaming,In-Ear,Closed
537,Focal,DT 900Pro,Wired,3.5mm,Planar,4,50000,47,90.1,0.0123,1.5,274,False,False,False,,,,,None,Rose Gold,460,2017,2,4.2,1225,Sport/Fitness,Over-Ear,Closed
538,Sony,DCA 50,Wired,3.5mm,Planar,12,25000,47,102.7,0.003,1.5,497,False,False,True,,,,,None,Cream,680,2019,1,4,499,Music/Casual,Over-Ear,Closed
539,SteelSeries,Prestige 100,Wireless,Bluetooth,Dynamic,12,40000,16,102.7,0.0169,,214,True,False,False,32.7,5.0,SBC,USB-C,None,Graphite,90,2024,2,4.5,230,Sport/Fitness,Over-Ear,Closed
540,DUNU,SRH 500 Limited,Wired,3.5mm,Dynamic,10,30000,400,108,0.0045,3,260,False,False,False,,,,,None,Sand,210,2021,2,4.2,7440,Budget/Everyday,Over-Ear,Open
541,Edifier,Dots 100,Wireless,Bluetooth,Balanced Armature,20,22000,18,107.1,0.0052,,4.8,True,True,False,55.6,5.3,"LDAC,AAC,SBC",USB-C,IPX4,Black,200,2021,2,3.7,1314,Studio/Pro,In-Ear,Closed
542,Cleer,Dots 1000,Wireless,Bluetooth,Balanced Armature,18,22000,18,106.2,0.0089,,5.7,True,True,False,13.8,5.0,SBC,USB-C,IP55,Gunmetal,240,2021,1,4.2,650,Sport/Fitness,In-Ear,Closed
543,Koss,Tune X,Wireless,Bluetooth,Dynamic,8,22000,32,103.6,0.0185,,362,True,False,True,70.4,5.0,SBC,USB-C,IPX4,Titanium,190,2023,2,4.4,2293,Hi-Fi/Reference,Over-Ear,Closed
544,Empire Ears,IE735,Wired,3.5mm,Dynamic,15,40000,8,98.8,0.0089,1.2,22.3,False,False,False,,,,,None,Graphite,160,2021,1,4.2,1613,Studio/Pro,In-Ear,Closed
545,HiFiMAN,SRH 1000,Wired,3.5mm,Dynamic,8,40000,300,100.1,0.0122,2,370,True,False,False,,,,,None,Brown,340,2021,3,3.9,2251,Sport/Fitness,Over-Ear,Closed
546,Status Audio,Pro 3,Wireless,Bluetooth,Balanced Armature,15,24000,16,100.3,0.0107,,7.4,True,True,True,25.7,Multipoint 5.3,"aptX,AAC,SBC",USB-C,IPX4,Champagne,180,2020,2,4.2,507,Music/Audiophile,In-Ear,Closed
547,JBL,SR 500 Open,Wired,3.5mm,Planar,15,20000,32,103.4,0.0133,1.5,94,False,False,False,,,,,None,Brown,150,2022,3,4,121,Work/Office,On-Ear,Closed
548,Apple,Sparks 100,Wireless,Bluetooth,Planar,15,22000,16,109.1,0.0147,,6.7,True,False,True,14.1,5.0,"AAC,SBC",USB-C,None,Cosmic Black,150,2021,1,4.3,2198,Hi-Fi/Reference,In-Ear,Closed
