product_name,brand,model,color,noise_cancellation,battery_hrs,bt_version,charging_port,water_rating,price_usd,release_year,warranty_yrs,avg_rating,review_count,primary_use,price_segment,rating_category,battery_category,warranty_category
Oppo Enco X2,Oppo,Enco X2,Matte Black,Yes,13.3,Multipoint 5.3,USB-C,IPX7,320,2024,1,4.5,1855,Work/Office,Premium,Excellent,Low,Standard
Apple AirPods Pro,Apple,AirPods Pro,Navy,Yes,28.2,5.0,USB-C,Not Rated,290,2018,1,4,1433,Music/Audiophile,Premium,Good,Medium,Standard
Skullcandy Rail,Skullcandy,Rail,Carbon,Yes,45.2,Multipoint 5.3,Micro-USB,IPX4,310,2024,1,3.8,670,Music/Audiophile,Premium,Average,High,Standard
boAt Airdopes 170,boAt,Airdopes 170,Cosmic Black,Yes,24.3,5.3,USB-C,Not Rated,220,2020,1,4.8,336,Work/Office,Mid-Range,Excellent,Medium,Standard
Huawei FreeBuds Pro 2,Huawei,FreeBuds Pro 2,Brown,Yes,22,5.2,USB-C,IP55,120,2022,1,4.2,9050,Gaming,Mid-Range,Good,Medium,Standard
Philips TAT1108,Philips,TAT1108,Forest Green,Yes,44.6,5.0,Micro-USB,Not Rated,240,2022,1,4.4,1818,Music/Casual,Mid-Range,Good,High,Standard
Apple AirPods 4,Apple,AirPods 4,Black,Yes,9.7,5.1,Lightning,IPX7,260,2019,1,4.3,5356,Music/Casual,Premium,Good,Low,Standard
Anker Soundcore Liberty 4,Anker Soundcore,Liberty 4,Sand,Yes,25.1,4.2,USB-C,IPX4,410,2022,2,4.5,21967,Gaming,Premium,Excellent,Medium,Extended
pTron Bassbuds Tango,pTron,Bassbuds Tango,Silver,Yes,37.5,4.2,USB-C,Not Rated,290,2019,2,4.2,40545,Studio/Pro,Premium,Good,Medium,Extended
Realme Buds Air 5,Realme,Buds Air 5,Sand,No,18.7,5.0,USB-C,IPX4,90,2022,2,4.8,4748,Sport/Fitness,Budget,Excellent,Low,Extended
Apple AirPods 4,Apple,AirPods 4,Cosmic Black,Yes,14.3,5.0,USB-C,IPX2,270,2019,2,4.1,621,Sport/Fitness,Premium,Good,Low,Extended
Redmi Buds 6 Play,Redmi,Buds 6 Play,Midnight Blue,No,12.5,5.3,USB-C,Not Rated,160,2023,2,4.3,1346,Commuting/Travel,Mid-Range,Good,Low,Extended
Nothing Ear 1,Nothing,Ear 1,Red,Yes,33.9,4.2,USB-C,Not Rated,150,2020,2,4,541,Bass/Casual,Mid-Range,Good,Medium,Extended
Philips TAT4556,Philips,TAT4556,Champagne,No,15.7,5.2,Micro-USB,IPX4,120,2021,1,4.8,8308,Music/Audiophile,Mid-Range,Excellent,Low,Standard
Huawei FreeBuds 5i,Huawei,FreeBuds 5i,Titanium,No,29.2,5.3,USB-C,IPX2,150,2019,1,4,5502,Work/Office,Mid-Range,Good,Medium,Standard
CMF Buds,CMF,Buds,Sand,No,49.5,5.0,Lightning,IPX2,130,2022,2,4.3,450,Sport/Fitness,Mid-Range,Good,High,Extended
Sony WF-1000XM4,Sony,WF-1000XM4,Cosmic Black,Yes,26.1,5.0,USB-C,IPX7,230,2018,1,3.9,1221,Music/Casual,Mid-Range,Average,Medium,Standard
Redmi Buds 6,Redmi,Buds 6,Cream,No,50.1,5.3,USB-C,Not Rated,250,2023,2,4.4,9422,Bass/Casual,Premium,Good,High,Extended
Noise Buds VS104,Noise,Buds VS104,Titanium,No,28.4,5.3,Lightning,IPX2,110,2019,1,4.1,4537,Bass/Casual,Mid-Range,Good,Medium,Standard
Xiaomi Redmi Buds Essential,Xiaomi,Redmi Buds Essential,Forest Green,No,8.6,5.0,USB-C,Not Rated,110,2018,2,4.4,97,Music/Audiophile,Mid-Range,Good,Low,Extended
Oppo Enco X2,Oppo,Enco X2,Matte Black,Yes,42.3,5.3,USB-C,IPX4,330,2024,2,4.3,1052,Music/Audiophile,Premium,Good,High,Extended
Beats Studio Buds Plus,Beats,Studio Buds Plus,Graphite,No,25.4,5.0,USB-C,IP55,170,2021,1,4.1,978,Music/Audiophile,Mid-Range,Good,Medium,Standard
pTron Bassbuds Duo,pTron,Bassbuds Duo,Titanium,Yes,53,5.0,USB-C,IPX7,320,2019,1,4.2,526,Budget/Everyday,Premium,Good,High,Standard
Huawei FreeBuds Pro 2,Huawei,FreeBuds Pro 2,Matte Black,Yes,35.1,4.2,Micro-USB,IP55,180,2018,1,4.3,535,Budget/Everyday,Mid-Range,Good,Medium,Standard
Nothing Ear 1,Nothing,Ear 1,Graphite,No,18.3,4.2,USB-C,IP57,160,2024,1,4.4,5202,Sport/Fitness,Mid-Range,Good,Low,Standard
Anker Soundcore Liberty 4 NC,Anker Soundcore,Liberty 4 NC,Silver,No,25.3,5.0,USB-C,IPX7,230,2019,2,4.4,1513,Sport/Fitness,Mid-Range,Good,Medium,Extended
Nothing Ear 1,Nothing,Ear 1,Carbon,No,35.8,5.2,Lightning,Not Rated,130,2018,1,4,6566,Gaming,Mid-Range,Good,Medium,Standard
Samsung Galaxy Buds3 Pro,Samsung,Galaxy Buds3 Pro,White,No,44.8,5.2,Lightning,Not Rated,260,2020,2,4.5,641,Budget/Everyday,Premium,Excellent,High,Extended
Jabra Elite 5,Jabra,Elite 5,Graphite,Yes,28.4,5.0,Lightning,IPX4,240,2020,1,3.9,902,Bass/Casual,Mid-Range,Average,Medium,Standard
Boult Omega,Boult,Omega,Space Gray,Yes,42.2,5.3,USB-C,IPX4,250,2022,1,3.8,12902,Music/Casual,Premium,Average,High,Standard
Nothing Ear 1,Nothing,Ear 1,Titanium,Yes,36.5,5.2,USB-C,Not Rated,210,2023,1,4.3,5796,Studio/Pro,Mid-Range,Good,Medium,Standard
Boult Curve Max,Boult,Curve Max,Black,Yes,50.2,5.3,USB-C,IPX4,340,2024,1,4.3,8790,Studio/Pro,Premium,Good,High,Standard
Logitech G Fits,Logitech,G Fits,White,Yes,40.7,5.0,USB-C,IPX2,330,2019,2,4.1,1516,Studio/Pro,Premium,Good,High,Extended
Redmi Buds 5,Redmi,Buds 5,Graphite,Yes,24.3,4.2,USB-C,IPX8,200,2021,2,4.8,1677,Music/Casual,Mid-Range,Excellent,Medium,Extended
pTron Bassbuds Tango,pTron,Bassbuds Tango,Matte Black,Yes,37,5.0,USB-C,IPX4,240,2024,2,4.2,5306,Studio/Pro,Mid-Range,Good,Medium,Extended
Apple AirPods Pro,Apple,AirPods Pro,Dark Green,Yes,20.2,4.2,USB-C,IPX4,210,2024,1,4.6,2508,Bass/Casual,Mid-Range,Excellent,Medium,Standard
Jabra Elite 7 Pro,Jabra,Elite 7 Pro,Black,No,26.3,5.0,USB-C,IP54,110,2023,2,4.7,498,Studio/Pro,Mid-Range,Excellent,Medium,Extended
pTron Bassbuds Duo,pTron,Bassbuds Duo,Pearl White,No,25.5,5.3,USB-C,IP57,130,2019,2,4.7,3515,Commuting/Travel,Mid-Range,Excellent,Medium,Extended
Sony WF-1000XM5,Sony,WF-1000XM5,Dark Green,No,28.5,5.3,USB-C,IPX8,230,2022,1,4.3,952,Bass/Casual,Mid-Range,Good,Medium,Standard
Philips TAT4556,Philips,TAT4556,Cream,Yes,26.4,4.2,USB-C,IP57,220,2023,1,4.7,2946,Music/Casual,Mid-Range,Excellent,Medium,Standard
Sennheiser CX Plus,Sennheiser,CX Plus,Forest Green,No,28.8,5.2,USB-C,Not Rated,120,2022,1,4.4,4959,Studio/Pro,Mid-Range,Good,Medium,Standard
boAt Airdopes 441,boAt,Airdopes 441,Titanium,Yes,41.2,5.3,Lightning,Not Rated,250,2022,2,4.2,1043,Music/Audiophile,Premium,Good,High,Extended
Xiaomi Buds 4 Pro,Xiaomi,Buds 4 Pro,Black,Yes,56.9,4.2,Lightning,IP55,180,2022,1,4.5,6070,Budget/Everyday,Mid-Range,Excellent,High,Standard
Samsung Galaxy Buds3,Samsung,Galaxy Buds3,Dark Green,No,30.6,5.3,USB-C,IP57,180,2019,2,4.5,1033,Work/Office,Mid-Range,Excellent,Medium,Extended
