brand,model,type,connectivity,driver_type,freq_low_hz,freq_high_hz,impedance_ohm,sensitivity_db,thd_percent,weight_g,microphone,noise_cancellation,foldable,battery_hrs,bt_version,codecs,charging_port,water_rating,color,price_usd,release_year,warranty_yrs,avg_rating,review_count,primary_use,form_factor,price_segment,rating_category,battery_category,warranty_category,product_name
Anker Soundcore,Life P3,Wireless,Bluetooth,Dynamic,20,22000,16,107.4,0.0072,8.6,True,False,False,15.9,4.2,SBC,Lightning,IP54,Graphite,160,2018,1,4.0,3684,Studio/Pro,In-Ear,Mid-Range,Good,Low,Standard,Anker Soundcore Life P3
Boult,Z40 Pro,Wireless,Bluetooth,Dynamic,18,40000,32,102.0,0.0147,7.0,True,True,False,22.3,5.0,"aptX,AAC,SBC",USB-C,IPX8,Brown,290,2021,1,4.5,4586,Hi-Fi/Reference,In-Ear,Premium,Excellent,Medium,Standard,Boult Z40 Pro
Redmi,Buds 4,Wireless,Bluetooth,Hybrid,10,22000,18,105.2,0.014,9.9,True,False,False,47.1,5.2,"AAC,SBC",USB-C,IPX4,Navy,110,2021,1,3.6,3065,Sport/Fitness,In-Ear,Mid-Range,Average,High,Standard,Redmi Buds 4
Samsung,Galaxy Buds3,Wireless,Bluetooth,Balanced Armature,20,22000,22,103.8,0.0109,4.4,True,True,True,42.6,5.1,"aptX,AAC,SBC",USB-C,IP55,Cosmic Black,210,2020,1,4.2,1776,Music/Casual,In-Ear,Mid-Range,Good,High,Standard,Samsung Galaxy Buds3
Noise,Buds VS104,Wireless,Bluetooth,Balanced Armature,20,40000,16,103.7,0.0112,9.5,True,True,False,34.6,5.3,"aptX Adaptive,aptX HD,AAC,SBC",Micro-USB,IPX8,Titanium,330,2021,1,4.4,297,Commuting/Travel,In-Ear,Premium,Good,Medium,Standard,Noise Buds VS104
Edifier,NeoBuds Pro,Wireless,Bluetooth,Balanced Armature,20,22000,16,108.1,0.0042,8.0,True,True,False,24.8,5.2,"LDAC,aptX,AAC,SBC",USB-C,IP55,Graphite,310,2022,2,4.6,586,Hi-Fi/Reference,In-Ear,Premium,Excellent,Medium,Extended,Edifier NeoBuds Pro
OnePlus,Nord Buds 2R,Wireless,Bluetooth,Hybrid,20,22000,18,104.0,0.0084,6.6,True,True,False,29.6,5.2,"LDAC,aptX,AAC,SBC",USB-C,Not Rated,Cosmic Black,130,2021,1,3.7,389,Budget/Everyday,In-Ear,Mid-Range,Average,Medium,Standard,OnePlus Nord Buds 2R
Shokz,OpenDots One,Wireless,Bluetooth,Balanced Armature,18,22000,16,101.7,0.0126,6.1,True,True,True,18.0,5.2,"aptX Adaptive,aptX HD,AAC,SBC",Lightning,IPX4,Sand,280,2022,1,4.2,3330,Studio/Pro,In-Ear,Premium,Good,Low,Standard,Shokz OpenDots One
Sennheiser,Momentum True Wireless 4,Wireless,Bluetooth,Planar,10,22000,32,109.7,0.0033,4.4,True,False,False,32.2,5.3,"LHDC,AAC,SBC",Lightning,Not Rated,Pearl White,70,2021,2,3.8,955,Budget/Everyday,In-Ear,Budget,Average,Medium,Extended,Sennheiser Momentum True Wireless 4
boAt,Airdopes 161,Wireless,Bluetooth,Balanced Armature,20,20000,16,103.3,0.0033,11.4,True,False,False,27.6,5.0,SBC,USB-C,IP55,Midnight Blue,100,2020,1,4.8,4717,Budget/Everyday,In-Ear,Mid-Range,Excellent,Medium,Standard,boAt Airdopes 161
Realme,Buds Air 3,Wireless,Bluetooth,Dynamic,15,24000,32,108.3,0.0049,8.1,True,False,False,33.0,5.3,"AAC,SBC",USB-C,Not Rated,Pearl White,170,2023,1,4.0,5724,Bass/Casual,In-Ear,Mid-Range,Good,Medium,Standard,Realme Buds Air 3
Oppo,Enco X2,Wireless,Bluetooth,Dynamic,20,24000,22,103.6,0.0092,10.1,True,False,False,42.9,5.0,"AAC,SBC",USB-C,Not Rated,Gunmetal,150,2019,2,4.5,1554,Music/Audiophile,In-Ear,Mid-Range,Excellent,High,Extended,Oppo Enco X2
Edifier,X5 Pro,Wireless,Bluetooth,Hybrid,18,24000,16,109.3,0.0139,9.6,True,True,False,11.0,5.3,"AAC,SBC",USB-C,Not Rated,Brown,240,2019,2,4.4,632,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Low,Extended,Edifier X5 Pro
Sennheiser,Momentum True Wireless 4,Wireless,Bluetooth,Balanced Armature,15,22000,22,106.1,0.0039,10.4,True,True,True,37.2,5.2,"AAC,SBC",Micro-USB,Not Rated,Champagne,180,2019,2,4.4,2376,Budget/Everyday,In-Ear,Mid-Range,Good,Medium,Extended,Sennheiser Momentum True Wireless 4
Edifier,X5 Pro,Wireless,Bluetooth,Balanced Armature,15,20000,16,106.5,0.0073,11.6,True,True,True,25.4,5.3,"LHDC,AAC,SBC",Micro-USB,Not Rated,Champagne,190,2018,2,4.8,2314,Hi-Fi/Reference,In-Ear,Mid-Range,Excellent,Medium,Extended,Edifier X5 Pro
Nothing,Ear 2,Wireless,Bluetooth,Dynamic,18,20000,16,100.2,0.0074,4.6,True,False,True,26.2,5.0,"AAC,SBC",Lightning,IPX4,Red,140,2022,1,4.5,12168,Music/Casual,In-Ear,Mid-Range,Excellent,Medium,Standard,Nothing Ear 2
Anker Soundcore,Liberty 4 NC,Wireless,Bluetooth,Balanced Armature,10,20000,16,111.0,0.0123,10.5,True,False,False,26.5,5.2,"LDAC,aptX,AAC,SBC",Lightning,IPX4,White,240,2020,2,4.3,4620,Music/Casual,In-Ear,Mid-Range,Good,Medium,Extended,Anker Soundcore Liberty 4 NC
Sennheiser,Momentum True Wireless 3,Wireless,Bluetooth,Balanced Armature,15,22000,16,104.4,0.0066,7.4,True,False,False,24.3,5.2,"AAC,SBC",USB-C,Not Rated,Rose Gold,100,2023,1,3.6,816,Sport/Fitness,In-Ear,Mid-Range,Average,Medium,Standard,Sennheiser Momentum True Wireless 3
Redmi,Buds 6,Wireless,Bluetooth,Dynamic,10,40000,16,109.7,0.0114,6.2,True,True,False,36.0,5.2,"AAC,SBC",Lightning,IP57,Forest Green,230,2020,2,4.7,10045,Hi-Fi/Reference,In-Ear,Mid-Range,Excellent,Medium,Extended,Redmi Buds 6
Boult,X Mustang,Wireless,Bluetooth,Hybrid,15,20000,18,109.1,0.015,5.1,True,False,False,31.7,5.2,"aptX HD,aptX,AAC,SBC",USB-C,IP55,Matte Black,240,2023,1,4.5,96,Music/Audiophile,In-Ear,Mid-Range,Excellent,Medium,Standard,Boult X Mustang
Nothing,Ear,Wireless,Bluetooth,Balanced Armature,20,24000,22,106.2,0.0134,11.7,True,True,False,36.2,5.0,SBC,USB-C,Not Rated,Indigo,110,2018,2,3.9,2693,Commuting/Travel,In-Ear,Mid-Range,Average,Medium,Extended,Nothing Ear
Oppo,Enco Buds2,Wireless,Bluetooth,Planar,15,20000,18,109.3,0.0056,9.1,True,False,True,24.4,5.2,SBC,USB-C,IPX7,Graphite,90,2024,1,4.2,8808,Work/Office,In-Ear,Budget,Good,Medium,Standard,Oppo Enco Buds2
Sennheiser,Momentum True Wireless 3,Wireless,Bluetooth,Planar,18,24000,32,106.0,0.0057,5.5,True,True,False,42.7,5.2,"AAC,SBC",Lightning,Not Rated,Sand,240,2019,2,4.0,2072,Budget/Everyday,In-Ear,Mid-Range,Good,High,Extended,Sennheiser Momentum True Wireless 3
Noise,Buds VS402,Wireless,Bluetooth,Planar,10,40000,32,100.3,0.0097,6.6,True,False,False,31.9,5.3,"LHDC,AAC,SBC",USB-C,IP54,Forest Green,80,2018,1,4.5,2123,Studio/Pro,In-Ear,Budget,Excellent,Medium,Standard,Noise Buds VS402
Logitech,Zone True Wireless,Wireless,Bluetooth,Hybrid,18,22000,22,101.6,0.0132,11.2,True,True,False,51.0,5.1,SBC,Lightning,IPX2,Gunmetal,320,2019,1,4.5,3290,Music/Casual,In-Ear,Premium,Excellent,High,Standard,Logitech Zone True Wireless
Nothing,Ear,Wireless,Bluetooth,Dynamic,10,22000,18,107.2,0.0112,7.5,True,True,False,51.7,5.0,"aptX,AAC,SBC",Lightning,IPX4,Graphite,240,2019,2,3.8,1774,Music/Audiophile,In-Ear,Mid-Range,Average,High,Extended,Nothing Ear
Noise,Buds VS201,Wireless,Bluetooth,Dynamic,18,40000,18,102.7,0.0129,10.0,True,True,False,13.7,Multipoint 5.3,"AAC,SBC",USB-C,IPX4,Space Gray,130,2019,1,4.0,1781,Music/Audiophile,In-Ear,Mid-Range,Good,Low,Standard,Noise Buds VS201
Jabra,Elite 5,Wireless,Bluetooth,Hybrid,20,24000,32,101.6,0.0071,8.0,True,True,False,26.0,5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,Not Rated,Silver,290,2018,1,4.3,753,Gaming,In-Ear,Premium,Good,Medium,Standard,Jabra Elite 5
Sennheiser,Momentum True Wireless 4,Wireless,Bluetooth,Dynamic,18,40000,32,100.1,0.0086,8.5,True,False,False,52.5,5.0,"AAC,SBC",USB-C,IPX8,Graphite,110,2018,1,4.0,12003,Bass/Casual,In-Ear,Mid-Range,Good,High,Standard,Sennheiser Momentum True Wireless 4
CMF,Buds,Wireless,Bluetooth,Balanced Armature,18,22000,16,100.4,0.0127,9.7,True,False,False,28.2,5.0,"aptX HD,aptX,AAC,SBC",Micro-USB,Not Rated,Rose Gold,160,2024,1,4.4,714,Studio/Pro,In-Ear,Mid-Range,Good,Medium,Standard,CMF Buds
Philips,TAT2206,Wireless,Bluetooth,Hybrid,18,20000,18,106.7,0.0072,10.3,True,True,False,26.7,5.3,"LHDC,AAC,SBC",Lightning,IPX4,Gunmetal,210,2020,2,4.4,1348,Bass/Casual,In-Ear,Mid-Range,Good,Medium,Extended,Philips TAT2206
Skullcandy,Sesh Evo,Wireless,Bluetooth,Dynamic,20,20000,32,102.5,0.0133,5.2,True,False,False,11.9,4.2,"aptX,AAC,SBC",Lightning,IP57,Titanium,170,2020,1,4.3,2510,Bass/Casual,In-Ear,Mid-Range,Good,Low,Standard,Skullcandy Sesh Evo
Huawei,FreeBuds Pro 2,Wireless,Bluetooth,Balanced Armature,18,22000,16,104.7,0.012,4.5,True,False,True,41.3,5.2,"aptX,AAC,SBC",Lightning,IP54,Cosmic Black,130,2019,1,4.4,3220,Music/Casual,In-Ear,Mid-Range,Good,High,Standard,Huawei FreeBuds Pro 2
Noise,Buds VS402,Wireless,Bluetooth,Dynamic,20,24000,22,104.8,0.0101,5.8,True,True,False,43.1,5.2,SBC,USB-C,IP54,Space Gray,230,2022,2,3.7,506,Music/Audiophile,In-Ear,Mid-Range,Average,High,Extended,Noise Buds VS402
Anker Soundcore,Liberty 4,Wireless,Bluetooth,Dynamic,18,40000,32,109.0,0.0103,11.0,True,True,False,57.5,5.2,"AAC,SBC",USB-C,IPX4,Champagne,120,2024,1,4.2,5054,Bass/Casual,In-Ear,Mid-Range,Good,High,Standard,Anker Soundcore Liberty 4
boAt,Airdopes 170,Wireless,Bluetooth,Planar,15,40000,32,111.7,0.0056,5.0,True,False,False,17.6,5.2,"LDAC,AAC,SBC",USB-C,IPX7,Forest Green,210,2020,2,4.0,702,Sport/Fitness,In-Ear,Mid-Range,Good,Low,Extended,boAt Airdopes 170
Logitech,G Fits,Wireless,Bluetooth,Dynamic,20,24000,32,105.7,0.0133,6.0,True,True,True,23.9,Multipoint 5.3,SBC,USB-C,IP54,Cream,180,2021,1,4.2,8472,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Medium,Standard,Logitech G Fits
Boult,X Mustang,Wireless,Bluetooth,Balanced Armature,10,24000,18,105.2,0.0089,5.0,True,False,True,22.2,5.3,"aptX HD,aptX,AAC,SBC",Lightning,IPX4,Navy,110,2019,2,4.6,4076,Commuting/Travel,In-Ear,Mid-Range,Excellent,Medium,Extended,Boult X Mustang
Jabra,Elite 7 Pro,Wireless,Bluetooth,Dynamic,20,40000,18,104.6,0.0052,4.3,True,True,False,21.2,5.3,"aptX,AAC,SBC",USB-C,IP55,Gunmetal,110,2023,2,4.0,836,Studio/Pro,In-Ear,Mid-Range,Good,Medium,Extended,Jabra Elite 7 Pro
CMF,Buds Pro,Wireless,Bluetooth,Balanced Armature,20,20000,16,111.1,0.0093,9.4,True,False,False,24.7,5.3,SBC,Micro-USB,IP57,Dark Green,170,2021,1,4.3,12345,Studio/Pro,In-Ear,Mid-Range,Good,Medium,Standard,CMF Buds Pro
Edifier,X3,Wireless,Bluetooth,Balanced Armature,15,22000,22,111.1,0.01,5.5,True,True,False,49.5,5.2,SBC,USB-C,IPX4,Navy,180,2022,1,4.2,14220,Commuting/Travel,In-Ear,Mid-Range,Good,High,Standard,Edifier X3
Jabra,Elite 7 Pro,Wireless,Bluetooth,Balanced Armature,20,22000,22,105.3,0.0118,8.1,True,False,True,11.5,5.2,"LHDC,AAC,SBC",USB-C,IP55,White,100,2019,1,4.3,5060,Gaming,In-Ear,Mid-Range,Good,Low,Standard,Jabra Elite 7 Pro
boAt,Nirvana Zenith,Wireless,Bluetooth,Balanced Armature,18,40000,32,107.2,0.0136,8.7,True,False,True,51.4,5.1,"LDAC,AAC,SBC",USB-C,IP55,Champagne,220,2022,1,4.2,2937,Gaming,In-Ear,Mid-Range,Good,High,Standard,boAt Nirvana Zenith
Samsung,Galaxy Buds Live,Wireless,Bluetooth,Dynamic,20,24000,18,101.1,0.0116,7.7,True,True,False,23.4,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX4,Brown,260,2019,1,3.7,1023,Commuting/Travel,In-Ear,Premium,Average,Medium,Standard,Samsung Galaxy Buds Live
OnePlus,Buds Z2,Wireless,Bluetooth,Hybrid,10,20000,16,104.4,0.0055,4.3,True,False,True,15.5,5.2,"aptX Adaptive,aptX HD,AAC,SBC",Lightning,IPX2,Gunmetal,90,2021,1,4.5,7607,Sport/Fitness,In-Ear,Budget,Excellent,Low,Standard,OnePlus Buds Z2
Beats,Studio Buds,Wireless,Bluetooth,Hybrid,20,24000,16,111.8,0.0111,4.5,True,True,False,19.8,4.2,"AAC,SBC",USB-C,IPX2,Navy,330,2022,2,4.5,1787,Gaming,In-Ear,Premium,Excellent,Low,Extended,Beats Studio Buds
OnePlus,Buds Pro 2,Wireless,Bluetooth,Balanced Armature,10,20000,16,111.9,0.0136,10.3,True,True,False,33.6,5.2,"aptX HD,aptX,AAC,SBC",USB-C,IP57,Titanium,310,2021,1,4.6,2521,Hi-Fi/Reference,In-Ear,Premium,Excellent,Medium,Standard,OnePlus Buds Pro 2
Beats,Studio Buds Plus,Wireless,Bluetooth,Planar,15,40000,18,103.5,0.0074,7.6,True,True,False,29.0,5.2,SBC,USB-C,Not Rated,Rose Gold,120,2022,1,4.0,1441,Gaming,In-Ear,Mid-Range,Good,Medium,Standard,Beats Studio Buds Plus
Beats,Studio Buds,Wireless,Bluetooth,Dynamic,10,22000,18,109.2,0.0134,8.7,True,False,False,44.8,5.3,"AAC,SBC",Lightning,IPX7,Dark Green,180,2020,2,4.2,2416,Music/Audiophile,In-Ear,Mid-Range,Good,High,Extended,Beats Studio Buds
OnePlus,Nord Buds 2,Wireless,Bluetooth,Dynamic,15,24000,22,110.9,0.0064,11.9,True,True,True,15.7,5.2,"LHDC,AAC,SBC",Micro-USB,Not Rated,Carbon,230,2018,1,4.2,780,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Low,Standard,OnePlus Nord Buds 2
pTron,Zenbuds Evo,Wireless,Bluetooth,Balanced Armature,10,22000,18,103.5,0.0043,6.7,True,True,False,24.6,5.0,"aptX,AAC,SBC",Micro-USB,Not Rated,Rose Gold,150,2018,2,4.4,1221,Bass/Casual,In-Ear,Mid-Range,Good,Medium,Extended,pTron Zenbuds Evo
Anker Soundcore,P40i,Wireless,Bluetooth,Balanced Armature,18,22000,18,101.2,0.0078,11.0,True,False,False,11.1,5.0,SBC,USB-C,Not Rated,Cosmic Black,170,2024,1,4.1,756,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Low,Standard,Anker Soundcore P40i
JBL,Endurance Peak 3,Wireless,Bluetooth,Balanced Armature,15,24000,18,102.9,0.0081,10.4,True,False,False,15.2,5.0,"AAC,SBC",USB-C,Not Rated,Brown,120,2024,2,3.7,7895,Sport/Fitness,In-Ear,Mid-Range,Average,Low,Extended,JBL Endurance Peak 3
Shokz,OpenDots One,Wireless,Bluetooth,Dynamic,20,20000,32,110.6,0.0119,4.3,True,False,False,34.2,5.3,"LDAC,AAC,SBC",USB-C,IP57,Dark Green,240,2019,1,4.3,2530,Sport/Fitness,In-Ear,Mid-Range,Good,Medium,Standard,Shokz OpenDots One
Sennheiser,CX Plus,Wireless,Bluetooth,Dynamic,18,20000,32,111.8,0.015,4.0,True,False,False,34.3,5.2,"LDAC,aptX,AAC,SBC",USB-C,IP55,White,180,2021,1,4.4,4039,Sport/Fitness,In-Ear,Mid-Range,Good,Medium,Standard,Sennheiser CX Plus
boAt,Airdopes 311 Pro,Wireless,Bluetooth,Balanced Armature,18,22000,32,110.4,0.0088,8.0,True,True,True,14.2,5.0,"aptX HD,aptX,AAC,SBC",USB-C,Not Rated,Navy,280,2024,2,4.6,287,Hi-Fi/Reference,In-Ear,Premium,Excellent,Low,Extended,boAt Airdopes 311 Pro
Realme,Buds T300,Wireless,Bluetooth,Balanced Armature,20,40000,32,103.0,0.0123,6.2,True,True,False,41.7,5.0,"aptX,AAC,SBC",USB-C,IPX4,Graphite,200,2021,1,4.1,1126,Commuting/Travel,In-Ear,Mid-Range,Good,High,Standard,Realme Buds T300
boAt,Airdopes Alpha,Wireless,Bluetooth,Dynamic,20,20000,18,105.4,0.0053,4.9,True,False,False,40.5,5.3,"aptX Adaptive,aptX HD,AAC,SBC",Micro-USB,IPX7,Red,150,2023,1,3.9,6212,Hi-Fi/Reference,In-Ear,Mid-Range,Average,High,Standard,boAt Airdopes Alpha
Redmi,Buds 5,Wireless,Bluetooth,Balanced Armature,18,40000,22,108.0,0.0042,5.3,True,True,True,26.6,5.1,SBC,Micro-USB,IPX4,White,150,2021,1,3.9,121,Commuting/Travel,In-Ear,Mid-Range,Average,Medium,Standard,Redmi Buds 5
Redmi,Buds 6 Play,Wireless,Bluetooth,Dynamic,20,24000,18,102.5,0.0055,9.6,True,True,False,48.7,Multipoint 5.3,"LDAC,AAC,SBC",USB-C,IP54,Graphite,240,2019,1,4.6,4555,Sport/Fitness,In-Ear,Mid-Range,Excellent,High,Standard,Redmi Buds 6 Play
Edifier,NeoBuds Pro,Wireless,Bluetooth,Hybrid,15,24000,32,111.5,0.0098,10.3,True,True,True,25.8,5.2,"AAC,SBC",USB-C,Not Rated,Forest Green,260,2024,1,3.8,8803,Commuting/Travel,In-Ear,Premium,Average,Medium,Standard,Edifier NeoBuds Pro
Nothing,Ear 1,Wireless,Bluetooth,Planar,10,20000,16,105.7,0.0051,8.5,True,True,False,25.6,5.3,"aptX,AAC,SBC",Lightning,Not Rated,Titanium,230,2023,2,4.8,277,Gaming,In-Ear,Mid-Range,Excellent,Medium,Extended,Nothing Ear 1
Xiaomi,Buds 5 Pro,Wireless,Bluetooth,Dynamic,20,24000,16,105.5,0.0083,9.0,True,True,True,21.5,5.0,"aptX,AAC,SBC",Lightning,IPX7,Cosmic Black,110,2019,1,4.8,1912,Commuting/Travel,In-Ear,Mid-Range,Excellent,Medium,Standard,Xiaomi Buds 5 Pro
Nothing,Ear,Wireless,Bluetooth,Hybrid,20,22000,32,102.1,0.0082,6.7,True,False,False,19.4,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX7,Sand,210,2022,1,3.9,511,Commuting/Travel,In-Ear,Mid-Range,Average,Low,Standard,Nothing Ear
Jabra,Elite 5,Wireless,Bluetooth,Hybrid,20,22000,32,103.5,0.0041,7.6,True,True,False,51.1,5.0,SBC,USB-C,IPX8,Titanium,240,2019,2,4.7,598,Hi-Fi/Reference,In-Ear,Mid-Range,Excellent,High,Extended,Jabra Elite 5
Nothing,Ear,Wireless,Bluetooth,Dynamic,10,20000,32,108.2,0.0119,7.0,True,False,False,8.7,5.2,"AAC,SBC",Lightning,IPX7,Navy,120,2023,2,4.6,3383,Gaming,In-Ear,Mid-Range,Excellent,Low,Extended,Nothing Ear
Noise,Buds VS102,Wireless,Bluetooth,Dynamic,15,22000,16,105.2,0.0112,8.4,True,True,False,28.9,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX4,Forest Green,210,2023,1,4.6,1466,Work/Office,In-Ear,Mid-Range,Excellent,Medium,Standard,Noise Buds VS102
Philips,TAT1108,Wireless,Bluetooth,Balanced Armature,18,22000,16,102.3,0.0145,7.6,True,False,True,55.2,5.2,"aptX HD,aptX,AAC,SBC",Lightning,Not Rated,Indigo,200,2018,1,4.6,3494,Gaming,In-Ear,Mid-Range,Excellent,High,Standard,Philips TAT1108
Redmi,Buds 6 Play,Wireless,Bluetooth,Dynamic,18,22000,22,100.6,0.0064,4.1,True,False,False,14.2,5.1,"AAC,SBC",USB-C,Not Rated,Sand,90,2023,2,4.7,11808,Commuting/Travel,In-Ear,Budget,Excellent,Low,Extended,Redmi Buds 6 Play
Realme,Buds Air 6,Wireless,Bluetooth,Balanced Armature,18,22000,22,109.7,0.0087,5.7,True,True,True,13.2,5.0,"aptX HD,aptX,AAC,SBC",Lightning,IP57,Gunmetal,230,2024,2,4.4,327,Sport/Fitness,In-Ear,Mid-Range,Good,Low,Extended,Realme Buds Air 6
Huawei,FreeBuds 5i,Wireless,Bluetooth,Dynamic,20,22000,18,100.4,0.0141,7.1,True,False,False,28.1,5.0,"aptX,AAC,SBC",USB-C,Not Rated,Silver,140,2023,1,3.7,26781,Music/Casual,In-Ear,Mid-Range,Average,Medium,Standard,Huawei FreeBuds 5i
CMF,Buds Pro,Wireless,Bluetooth,Dynamic,15,22000,18,108.5,0.0128,6.8,True,False,False,34.4,5.0,"aptX,AAC,SBC",USB-C,IP54,Dark Green,160,2024,2,4.3,465,Gaming,In-Ear,Mid-Range,Good,Medium,Extended,CMF Buds Pro
Samsung,Galaxy Buds3,Wireless,Bluetooth,Dynamic,20,22000,22,109.0,0.0078,9.5,True,False,False,34.9,5.2,"LDAC,aptX,AAC,SBC",Lightning,Not Rated,Cream,190,2018,1,4.1,1254,Music/Casual,In-Ear,Mid-Range,Good,Medium,Standard,Samsung Galaxy Buds3
Samsung,Galaxy Buds Live,Wireless,Bluetooth,Dynamic,15,20000,18,106.5,0.0045,8.6,True,False,True,23.5,4.2,"LDAC,AAC,SBC",Lightning,IPX2,Dark Green,170,2019,1,3.8,9919,Sport/Fitness,In-Ear,Mid-Range,Average,Medium,Standard,Samsung Galaxy Buds Live
Xiaomi,Buds 4 Pro,Wireless,Bluetooth,Dynamic,15,20000,18,103.4,0.0116,9.1,True,True,False,30.3,5.0,SBC,USB-C,Not Rated,White,120,2019,1,4.5,363,Hi-Fi/Reference,In-Ear,Mid-Range,Excellent,Medium,Standard,Xiaomi Buds 4 Pro
JBL,Vibe Beam,Wireless,Bluetooth,Dynamic,15,20000,32,105.1,0.007,11.5,True,False,False,22.6,5.2,"aptX,AAC,SBC",USB-C,IP55,White,150,2021,2,3.7,19245,Work/Office,In-Ear,Mid-Range,Average,Medium,Extended,JBL Vibe Beam
Edifier,NeoBuds Pro,Wireless,Bluetooth,Balanced Armature,15,40000,32,102.3,0.0103,8.2,True,True,False,36.2,5.3,"aptX,AAC,SBC",USB-C,IPX4,Black,210,2024,2,4.1,2938,Gaming,In-Ear,Mid-Range,Good,Medium,Extended,Edifier NeoBuds Pro
Skullcandy,Dime 3,Wireless,Bluetooth,Dynamic,15,40000,18,110.6,0.0053,7.7,True,False,True,35.8,5.2,"LDAC,AAC,SBC",USB-C,IPX2,Carbon,150,2020,1,4.6,2842,Work/Office,In-Ear,Mid-Range,Excellent,Medium,Standard,Skullcandy Dime 3
Huawei,FreeBuds 4i,Wireless,Bluetooth,Balanced Armature,15,22000,16,104.1,0.0086,11.1,True,True,False,49.7,5.0,"LDAC,AAC,SBC",USB-C,IPX4,Graphite,360,2019,1,3.7,1821,Work/Office,In-Ear,Premium,Average,High,Standard,Huawei FreeBuds 4i
Samsung,Galaxy Buds 2,Wireless,Bluetooth,Dynamic,10,24000,22,106.0,0.0099,9.3,True,True,False,28.9,5.3,SBC,USB-C,IPX7,Navy,180,2022,2,4.3,1440,Commuting/Travel,In-Ear,Mid-Range,Good,Medium,Extended,Samsung Galaxy Buds 2
Nothing,Ear,Wireless,Bluetooth,Balanced Armature,20,20000,32,100.6,0.0059,11.9,True,True,True,29.5,5.1,SBC,Micro-USB,IPX7,Silver,170,2023,1,4.2,695,Studio/Pro,In-Ear,Mid-Range,Good,Medium,Standard,Nothing Ear
Edifier,X5 Pro,Wireless,Bluetooth,Balanced Armature,10,22000,16,100.4,0.0059,7.3,True,False,False,47.6,5.0,"AAC,SBC",USB-C,IP57,Cream,120,2023,2,4.3,1639,Gaming,In-Ear,Mid-Range,Good,High,Extended,Edifier X5 Pro
Oppo,Enco X,Wireless,Bluetooth,Balanced Armature,18,24000,16,105.6,0.0047,6.0,True,True,False,15.2,5.2,"aptX HD,aptX,AAC,SBC",USB-C,IPX8,Cosmic Black,230,2021,1,4.1,199,Work/Office,In-Ear,Mid-Range,Good,Low,Standard,Oppo Enco X
Skullcandy,Sesh Evo,Wireless,Bluetooth,Balanced Armature,18,20000,32,101.4,0.0139,5.8,True,True,False,26.0,5.2,"aptX,AAC,SBC",USB-C,IPX7,Red,330,2022,1,4.0,825,Bass/Casual,In-Ear,Premium,Good,Medium,Standard,Skullcandy Sesh Evo
OnePlus,Nord Buds,Wireless,Bluetooth,Dynamic,15,20000,32,105.8,0.0102,10.5,True,False,True,34.3,5.3,"aptX HD,aptX,AAC,SBC",Micro-USB,Not Rated,Midnight Blue,170,2019,2,4.1,1107,Studio/Pro,In-Ear,Mid-Range,Good,Medium,Extended,OnePlus Nord Buds
Philips,TAT2206,Wireless,Bluetooth,Hybrid,18,20000,18,105.9,0.0056,9.1,True,True,True,53.4,5.2,"aptX,AAC,SBC",Micro-USB,Not Rated,Indigo,200,2019,1,4.5,3179,Gaming,In-Ear,Mid-Range,Excellent,High,Standard,Philips TAT2206
Skullcandy,Dime 3,Wireless,Bluetooth,Dynamic,10,40000,16,101.5,0.0133,7.2,True,False,False,37.5,4.2,"aptX,AAC,SBC",USB-C,IP57,Pearl White,160,2019,1,4.4,8388,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Medium,Standard,Skullcandy Dime 3
Edifier,TWS1 Pro,Wireless,Bluetooth,Balanced Armature,10,22000,22,106.7,0.0062,10.2,True,True,False,34.5,5.3,"LHDC,AAC,SBC",Micro-USB,IPX7,Indigo,200,2019,1,4.6,11582,Gaming,In-Ear,Mid-Range,Excellent,Medium,Standard,Edifier TWS1 Pro
Redmi,Buds 6 Play,Wireless,Bluetooth,Dynamic,10,20000,32,102.5,0.0091,6.6,True,False,False,28.3,Multipoint 5.3,"aptX,AAC,SBC",USB-C,Not Rated,Silver,170,2021,2,4.5,4874,Studio/Pro,In-Ear,Mid-Range,Excellent,Medium,Extended,Redmi Buds 6 Play
JBL,Tour Pro 2,Wireless,Bluetooth,Balanced Armature,15,24000,32,107.9,0.0051,6.6,True,True,False,25.7,5.2,SBC,USB-C,Not Rated,Gunmetal,130,2024,2,4.2,2363,Gaming,In-Ear,Mid-Range,Good,Medium,Extended,JBL Tour Pro 2
Nothing,Ear,Wireless,Bluetooth,Hybrid,15,40000,16,108.5,0.0128,6.9,True,False,False,37.0,5.1,"LDAC,AAC,SBC",Lightning,Not Rated,Brown,130,2018,1,4.3,2072,Budget/Everyday,In-Ear,Mid-Range,Good,Medium,Standard,Nothing Ear
